ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Country,host_country
43909,"Charles Edward James ""Charlie"" Gunn",M,34.0,,,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 10 kilometres Walk,Bronze,UK,Belgium
43911,Richard Kenneth Gunn,M,37.0,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Boxing,Boxing Men's Featherweight,Gold,UK,UK
43923,Sally Jane Janet Gunnell (-Bigg),F,25.0,167.0,58.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 400 metres Hurdles,Gold,UK,France
43932,"Jakob ""Jack"" Gnthard",M,32.0,,,Switzerland,SUI,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Horizontal Bar,Gold,Switzerland,Norway
43936,Dettlef Gnther,M,21.0,181.0,90.0,East Germany,GDR,1976 Winter,1976,Winter,Innsbruck,Luge,Luge Men's Singles,Gold,Germany,Austria
43949,Werner Gnthr,M,27.0,200.0,128.0,Switzerland,SUI,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Shot Put,Bronze,Switzerland,Canada
43965,Guo Jingjing,F,22.0,163.0,49.0,China,CHN,2004 Summer,2004,Summer,Athina,Diving,Diving Women's Springboard,Gold,China,Greece
43965,Guo Jingjing,F,22.0,163.0,49.0,China,CHN,2004 Summer,2004,Summer,Athina,Diving,Diving Women's Synchronized Springboard,Gold,China,Greece
43965,Guo Jingjing,F,26.0,163.0,49.0,China,CHN,2008 Summer,2008,Summer,Beijing,Diving,Diving Women's Springboard,Gold,China,China
43965,Guo Jingjing,F,26.0,163.0,49.0,China,CHN,2008 Summer,2008,Summer,Beijing,Diving,Diving Women's Synchronized Springboard,Gold,China,China
43971,Guo Linyao,M,20.0,169.0,60.0,China,CHN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Team All-Around,Silver,China,France
43971,Guo Linyao,M,20.0,169.0,60.0,China,CHN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Parallel Bars,Bronze,China,France
43977,Guo Shuang,F,22.0,170.0,70.0,China,CHN,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Women's Sprint,Bronze,China,China
43977,Guo Shuang,F,26.0,170.0,70.0,China,CHN,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Sprint,Bronze,China,UK
43977,Guo Shuang,F,26.0,170.0,70.0,China,CHN,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Keirin,Silver,China,UK
43981,Guo Wenjun,F,24.0,168.0,60.0,China,CHN,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Women's Air Pistol, 10 metres",Gold,China,China
43981,Guo Wenjun,F,28.0,168.0,60.0,China,CHN,2012 Summer,2012,Summer,London,Shooting,"Shooting Women's Air Pistol, 10 metres",Gold,China,UK
43983,Guo Xinxin,F,26.0,157.0,60.0,China,CHN,2010 Winter,2010,Winter,Vancouver,Freestyle Skiing,Freestyle Skiing Women's Aerials,Bronze,China,Canada
43986,Guo Yue,F,16.0,165.0,54.0,China-2,CHN,2004 Summer,2004,Summer,Athina,Table Tennis,Table Tennis Women's Doubles,Bronze,China,Greece
43986,Guo Yue,F,20.0,165.0,54.0,China,CHN,2008 Summer,2008,Summer,Beijing,Table Tennis,Table Tennis Women's Singles,Bronze,China,China
43986,Guo Yue,F,20.0,165.0,54.0,China,CHN,2008 Summer,2008,Summer,Beijing,Table Tennis,Table Tennis Women's Team,Gold,China,China
44002,Boris Maksovich Gurevich,M,21.0,,,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Gold,Russia,Norway
44007,Gyrgy Gurics,M,23.0,176.0,87.0,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze,Hungary,Norway
44012,Hilda Carolyn Gurney,F,32.0,168.0,63.0,United States,USA,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze,USA,Austria
44015,Jzsef Gurovits,M,23.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Bronze,Hungary,Norway
44017,Donna-Marie Gurr,F,17.0,167.0,50.0,Canada,CAN,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Backstroke,Bronze,Canada,Japan
44036,Nikolay Nikolayevich Gusakov,M,25.0,170.0,,Soviet Union,URS,1960 Winter,1960,Winter,Squaw Valley,Nordic Combined,Nordic Combined Men's Individual,Bronze,Russia,USA
44037,Mariya Ivanovna Gusakova (Kudimova-),F,29.0,159.0,59.0,Soviet Union,URS,1960 Winter,1960,Winter,Squaw Valley,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Gold,Russia,USA
44037,Mariya Ivanovna Gusakova (Kudimova-),F,29.0,159.0,59.0,Soviet Union,URS,1960 Winter,1960,Winter,Squaw Valley,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,Silver,Russia,USA
44045,Ilona Maria Gusenbauer (Majdan-),F,24.0,181.0,67.0,Austria,AUT,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's High Jump,Bronze,Austria,Japan
44050,Sergey Gusev,M,20.0,183.0,83.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,Russia,France
44054,Klara Ivanovna Guseva-Nesterova,F,22.0,160.0,,Soviet Union,URS,1960 Winter,1960,Winter,Squaw Valley,Speed Skating,"Speed Skating Women's 1,000 metres",Gold,Russia,USA
44059,Aleksey Petrovich Gushchin,M,38.0,170.0,84.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Shooting,"Shooting Men's Free Pistol, 50 metres",Gold,Russia,USA
44060,Eduard Viktorovich Gushchin,M,28.0,192.0,126.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Shot Put,Bronze,Russia,France
44064,Koji Gushiken,M,27.0,162.0,58.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Individual All-Around,Gold,Japan,Yugoslavia
44064,Koji Gushiken,M,27.0,162.0,58.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Team All-Around,Bronze,Japan,Yugoslavia
44064,Koji Gushiken,M,27.0,162.0,58.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Horse Vault,Silver,Japan,Yugoslavia
44064,Koji Gushiken,M,27.0,162.0,58.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze,Japan,Yugoslavia
44064,Koji Gushiken,M,27.0,162.0,58.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Rings,Gold,Japan,Yugoslavia
44080,Reinhard Gust,M,22.0,190.0,92.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxed Fours,Silver,Germany,Japan
44084,Karin Elisabet Gustafson (Johansson-),F,33.0,164.0,59.0,Sweden,SWE,1998 Winter,1998,Winter,Nagano,Curling,Curling Women's Curling,Bronze,Sweden,Japan
44085,Sven Tomas Gustafson,M,24.0,175.0,70.0,Sweden,SWE,1984 Winter,1984,Winter,Sarajevo,Speed Skating,"Speed Skating Men's 5,000 metres",Gold,Sweden,Yugoslavia
44085,Sven Tomas Gustafson,M,24.0,175.0,70.0,Sweden,SWE,1984 Winter,1984,Winter,Sarajevo,Speed Skating,"Speed Skating Men's 10,000 metres",Silver,Sweden,Yugoslavia
44085,Sven Tomas Gustafson,M,28.0,175.0,70.0,Sweden,SWE,1988 Winter,1988,Winter,Calgary,Speed Skating,"Speed Skating Men's 5,000 metres",Gold,Sweden,Canada
44085,Sven Tomas Gustafson,M,28.0,175.0,70.0,Sweden,SWE,1988 Winter,1988,Winter,Calgary,Speed Skating,"Speed Skating Men's 10,000 metres",Gold,Sweden,Canada
44091,Bo Henning Gustafsson,M,29.0,175.0,64.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 50 kilometres Walk,Silver,Sweden,Yugoslavia
44113,"Toini Gustafsson (Karvonen-, -Rnnlund)",F,26.0,162.0,54.0,Sweden,SWE,1964 Winter,1964,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,Silver,Sweden,Austria
44113,"Toini Gustafsson (Karvonen-, -Rnnlund)",F,30.0,162.0,54.0,Sweden,SWE,1968 Winter,1968,Winter,Grenoble,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,Gold,Sweden,France
44113,"Toini Gustafsson (Karvonen-, -Rnnlund)",F,30.0,162.0,54.0,Sweden,SWE,1968 Winter,1968,Winter,Grenoble,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Gold,Sweden,France
44113,"Toini Gustafsson (Karvonen-, -Rnnlund)",F,30.0,162.0,54.0,Sweden,SWE,1968 Winter,1968,Winter,Grenoble,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,Silver,Sweden,France
44118,Linda Lee Gustavson (-McGuire),F,18.0,175.0,61.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Freestyle,Bronze,USA,France
44118,Linda Lee Gustavson (-McGuire),F,18.0,175.0,61.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 400 metres Freestyle,Silver,USA,France
44148,Karin Guthke (-Hrtig),F,23.0,164.0,52.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Diving,Diving Women's Springboard,Bronze,Germany,USA
44174,Jorge Gutirrez Espinosa,M,24.0,180.0,71.0,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Middleweight,Gold,Cuba,Australia
44201,"Robert Allen ""Bob"" Gutowski",M,21.0,183.0,68.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Pole Vault,Silver,USA,Italy
44210,Albert Lovejoy Gutterson,M,24.0,185.0,82.0,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Long Jump,Gold,USA,Sweden
44211,August Gttinger,M,31.0,,,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Parallel Bars,Gold,Switzerland,France
44211,August Gttinger,M,31.0,,,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Rope Climbing,Bronze,Switzerland,France
44213,Kroly Gttler,M,20.0,188.0,85.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 100 metres Breaststroke,Silver,Hungary,Canada
44213,Kroly Gttler,M,28.0,188.0,85.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Breaststroke,Silver,Hungary,USA
44221,Jean Gutweniger,M,31.0,,,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Horizontal Bar,Silver,Switzerland,France
44221,Jean Gutweniger,M,31.0,,,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Pommelled Horse,Silver,Switzerland,France
44231,James George Guy,M,20.0,187.0,83.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,UK,Brazil
44231,James George Guy,M,20.0,187.0,83.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,UK,Brazil
44240,Brice Emmanuel Guyart,M,23.0,186.0,75.0,France,FRA,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Men's Foil, Individual",Gold,France,Greece
44244,Jean-Jacques Guyon,M,35.0,171.0,60.0,France,FRA,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold,France,France
44248,Ren Guyot,M,,,,Belgium,BEL,1900 Summer,1900,Summer,Paris,Shooting,Shooting Men's Trap,Silver,Belgium,France
44309,Davit Gvantseladze,M,27.0,167.0,73.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze,Russia,Austria
44312,Gwak Dae-Seong,M,23.0,,,South Korea,KOR,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Lightweight,Silver,South Korea,USA
44313,Gwak Dong-Han,M,24.0,183.0,90.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Middleweight,Bronze,South Korea,Brazil
44318,Gwak Yun-Gi,M,20.0,164.0,57.0,South Korea,KOR,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver,South Korea,Canada
44338,"Horace ""Lefty"" Gwynne",M,19.0,157.0,53.0,Canada,CAN,1932 Summer,1932,Summer,Los Angeles,Boxing,Boxing Men's Bantamweight,Gold,Canada,USA
44344,Andrea Gyarmati (-Hesz),F,18.0,170.0,64.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Backstroke,Silver,Hungary,Japan
44344,Andrea Gyarmati (-Hesz),F,18.0,170.0,64.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Butterfly,Bronze,Hungary,Japan
44347,"Olga Gyarmati (-Vrkonyi, -Aczl)",F,23.0,166.0,57.0,Hungary,HUN,1948 Summer,1948,Summer,London,Athletics,Athletics Women's Long Jump,Gold,Hungary,Switzerland
44384,Mario-Elio Gyr,M,31.0,187.0,76.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Gold,Switzerland,Brazil
44400,Zsolt Gyulay,M,24.0,187.0,90.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Gold,Hungary,Canada
44400,Zsolt Gyulay,M,27.0,187.0,90.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Silver,Hungary,France
44410,Dniel Gyurta,M,15.0,185.0,77.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Breaststroke,Silver,Hungary,Greece
44410,Dniel Gyurta,M,23.0,185.0,77.0,Hungary,HUN,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Breaststroke,Gold,Hungary,UK
44417,Ha Hyeong-Ju,M,22.0,184.0,95.0,South Korea,KOR,1984 Summer,1984,Summer,Los Angeles,Judo,Judo Men's Half-Heavyweight,Gold,South Korea,Yugoslavia
44426,Ha Tae-Gwon,M,25.0,187.0,87.0,South Korea-2,KOR,2000 Summer,2000,Summer,Sydney,Badminton,Badminton Men's Doubles,Bronze,South Korea,Australia
44426,Ha Tae-Gwon,M,29.0,187.0,87.0,South Korea-2,KOR,2004 Summer,2004,Summer,Athina,Badminton,Badminton Men's Doubles,Gold,South Korea,Greece
44433,Anna Margret Haag (Hansson-),F,23.0,163.0,58.0,Sweden,SWE,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,Silver,Sweden,Canada
44433,Anna Margret Haag (Hansson-),F,23.0,163.0,58.0,Sweden,SWE,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,Silver,Sweden,Canada
44433,Anna Margret Haag (Hansson-),F,27.0,163.0,58.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold,Sweden,Russia
44461,Christl Haas,F,20.0,177.0,70.0,Austria,AUT,1964 Winter,1964,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Women's Downhill,Gold,Austria,Austria
44461,Christl Haas,F,24.0,177.0,70.0,Austria,AUT,1968 Winter,1968,Winter,Grenoble,Alpine Skiing,Alpine Skiing Women's Downhill,Bronze,Austria,France
44468,Hans Haas,M,21.0,170.0,,Austria,AUT,1928 Summer,1928,Summer,Amsterdam,Weightlifting,Weightlifting Men's Lightweight,Gold,Austria,Switzerland
44468,Hans Haas,M,25.0,170.0,,Austria,AUT,1932 Summer,1932,Summer,Los Angeles,Weightlifting,Weightlifting Men's Lightweight,Silver,Austria,USA
44472,Josef Haas,M,30.0,178.0,71.0,Switzerland,SUI,1968 Winter,1968,Winter,Grenoble,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Bronze,Switzerland,France
44473,Karl-Friedrich Haas,M,25.0,186.0,72.0,Germany,GER,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 400 metres,Silver,Germany,Italy
44478,"Thomas Mario ""Tommy"" Haas",M,22.0,188.0,78.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Tennis,Tennis Men's Singles,Silver,Germany,Australia
44483,Gnther Haase,M,27.0,,,Germany,GER,1952 Summer,1952,Summer,Helsinki,Diving,Diving Men's Platform,Bronze,Germany,Norway
44484,Helga Haase (Obschernitzki-),F,25.0,160.0,64.0,Germany,GER,1960 Winter,1960,Winter,Squaw Valley,Speed Skating,Speed Skating Women's 500 metres,Gold,Germany,USA
44484,Helga Haase (Obschernitzki-),F,25.0,160.0,64.0,Germany,GER,1960 Winter,1960,Winter,Squaw Valley,Speed Skating,"Speed Skating Women's 1,000 metres",Silver,Germany,USA
44498,Arvo Jaakko Haavisto,M,24.0,172.0,70.0,Finland,FIN,1924 Summer,1924,Summer,Paris,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze,Finland,France
44498,Arvo Jaakko Haavisto,M,28.0,172.0,70.0,Finland,FIN,1928 Summer,1928,Summer,Amsterdam,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold,Finland,Switzerland
44501,Bruno Habrovs,M,21.0,182.0,78.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's epee, Individual",Bronze,Russia,USA
44525,Emam Ali Habibi Goudarzi,M,25.0,172.0,73.0,Iran,IRI,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold,Iran,Italy
44535,Gianna Habltzel-Brki,F,30.0,162.0,50.0,Switzerland,SUI,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Women's epee, Individual",Silver,Switzerland,Australia
44535,Gianna Habltzel-Brki,F,30.0,162.0,50.0,Switzerland,SUI,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Women's epee, Team",Silver,Switzerland,Australia
44566,Marcel Hacker,M,23.0,196.0,101.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Single Sculls,Bronze,Germany,Australia
44569,Grant George Hackett,M,20.0,198.0,96.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold,Australia,Australia
44569,Grant George Hackett,M,20.0,198.0,96.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,Australia,Australia
44569,Grant George Hackett,M,24.0,198.0,96.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 400 metres Freestyle,Silver,Australia,Greece
44569,Grant George Hackett,M,24.0,198.0,96.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold,Australia,Greece
44569,Grant George Hackett,M,24.0,198.0,96.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,Australia,Greece
44569,Grant George Hackett,M,28.0,198.0,96.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver,Australia,China
44574,Georg Hackl,M,21.0,172.0,79.0,West Germany,FRG,1988 Winter,1988,Winter,Calgary,Luge,Luge Men's Singles,Silver,Germany,Canada
44574,Georg Hackl,M,25.0,172.0,79.0,Germany,GER,1992 Winter,1992,Winter,Albertville,Luge,Luge Men's Singles,Gold,Germany,France
44574,Georg Hackl,M,27.0,172.0,79.0,Germany,GER,1994 Winter,1994,Winter,Lillehammer,Luge,Luge Men's Singles,Gold,Germany,Norway
44574,Georg Hackl,M,31.0,172.0,79.0,Germany,GER,1998 Winter,1998,Winter,Nagano,Luge,Luge Men's Singles,Gold,Germany,Japan
44574,Georg Hackl,M,35.0,172.0,79.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Luge,Luge Men's Singles,Silver,Germany,USA
44596,Soraya Haddad,F,23.0,155.0,52.0,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Half-Lightweight,Bronze,Algeria,China
44597,Ehsan Haddadi,M,27.0,192.0,120.0,Iran,IRI,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Discus Throw,Silver,Iran,UK
44602,Annette Hadding,F,16.0,175.0,58.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,Germany,France
44611,Darcy Clarence Hadfield,M,30.0,,,New Zealand,NZL,1920 Summer,1920,Summer,Antwerpen,Rowing,Rowing Men's Single Sculls,Bronze,New Zealand,Belgium
44627,Michael Florian Hadschieff,M,24.0,185.0,75.0,Austria,AUT,1988 Winter,1988,Winter,Calgary,Speed Skating,"Speed Skating Men's 1,500 metres",Bronze,Austria,Canada
44627,Michael Florian Hadschieff,M,24.0,185.0,75.0,Austria,AUT,1988 Winter,1988,Winter,Calgary,Speed Skating,"Speed Skating Men's 10,000 metres",Silver,Austria,Canada
44637,Aim Joseph Haegeman,M,38.0,,,Belgium,BEL,1900 Summer,1900,Summer,Paris,Equestrianism,"Equestrianism Mixed Jumping, Individual",Gold,Belgium,France
44639,"Harold H. ""Hal"" Haenel",M,29.0,190.0,111.0,United States,USA,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Mixed Two Person Keelboat,Silver,USA,Canada
44639,"Harold H. ""Hal"" Haenel",M,33.0,190.0,111.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Mixed Two Person Keelboat,Gold,USA,France
44646,Ann Haesebrouck,F,20.0,177.0,70.0,Belgium,BEL,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Single Sculls,Bronze,Belgium,Yugoslavia
44679,Ryunosuke Haga,M,25.0,186.0,100.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Heavyweight,Bronze,Japan,Brazil
44687,Roman Hagara,M,34.0,171.0,68.0,Austria,AUT,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed Multihull,Gold,Austria,Australia
44687,Roman Hagara,M,38.0,171.0,68.0,Austria,AUT,2004 Summer,2004,Summer,Athina,Sailing,Sailing Mixed Multihull,Gold,Austria,Greece
44695,Gustaf Wilhelm Hagelin,M,26.0,,,Sweden,SWE,1924 Summer,1924,Summer,Paris,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Silver,Sweden,France
44706,Erich Walter Hagen,M,19.0,174.0,74.0,Germany,GER,1956 Summer,1956,Summer,Melbourne,Cycling,"Cycling Men's Road Race, Team",Bronze,Germany,Italy
44710,Horst Hagen,M,22.0,194.0,90.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Volleyball,Volleyball Men's Volleyball,Silver,Germany,Japan
44712,Oddbjrn Hagen,M,28.0,,,Norway,NOR,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Cross Country Skiing,Cross Country Skiing Men's 18 kilometres,Silver,Norway,Germany
44745,Kosuke Hagino,M,17.0,177.0,71.0,Japan,JPN,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 400 metres Individual Medley,Bronze,Japan,UK
44745,Kosuke Hagino,M,21.0,177.0,71.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Individual Medley,Silver,Japan,Brazil
44745,Kosuke Hagino,M,21.0,177.0,71.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Individual Medley,Gold,Japan,Brazil
44763,Fritz Hagmann,M,23.0,,,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold,Switzerland,France
44766,Johanna Hagn,F,23.0,168.0,,Germany,GER,1996 Summer,1996,Summer,Atlanta,Judo,Judo Women's Heavyweight,Bronze,Germany,USA
44773,"Charles Archibald ""Archie"" Hahn",M,23.0,167.0,64.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 60 metres,Gold,USA,USA
44785,Norbert Hahn,M,22.0,180.0,73.0,East Germany-1,GDR,1976 Winter,1976,Winter,Innsbruck,Luge,Luge Mixed (Men)'s Doubles,Gold,Germany,Austria
44785,Norbert Hahn,M,26.0,180.0,73.0,East Germany-1,GDR,1980 Winter,1980,Winter,Lake Placid,Luge,Luge Mixed (Men)'s Doubles,Gold,Germany,USA
44789,Lisa Hahn-Altenburg,F,26.0,155.0,58.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Bronze,Germany,Brazil
44811,Juliette Anne Haigh,F,29.0,176.0,69.0,New Zealand,NZL,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxless Pairs,Bronze,New Zealand,UK
44834,Max Otto Hainle,M,18.0,,,Deutscher Schwimm Verband Berlin,GER,1900 Summer,1900,Summer,Paris,Swimming,Swimming Men's 200 metres Team Swimming,Gold,Germany,France
44842,Nicole Lee Haislett (-Bacher),F,19.0,172.0,64.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Freestyle,Gold,USA,France
44858,Andreas Hajek,M,24.0,195.0,100.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Quadruple Sculls,Gold,Germany,France
44858,Andreas Hajek,M,28.0,195.0,100.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Quadruple Sculls,Gold,Germany,USA
44875,Alfrd (Arnold-) Hajs (Guttmann-),M,18.0,,,Hungary,HUN,1896 Summer,1896,Summer,Athina,Swimming,Swimming Men's 100 metres Freestyle,Gold,Hungary,Greece
44875,Alfrd (Arnold-) Hajs (Guttmann-),M,18.0,,,Hungary,HUN,1896 Summer,1896,Summer,Athina,Swimming,"Swimming Men's 1,200 metres Freestyle",Gold,Hungary,Greece
44875,Alfrd (Arnold-) Hajs (Guttmann-),M,46.0,,,Hungary,HUN,1924 Summer,1924,Summer,Paris,Art Competitions,Art Competitions Mixed Architecture,Silver,Hungary,France
44879,Bertalan Hajts,M,26.0,173.0,75.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Judo,Judo Men's Lightweight,Silver,Hungary,France
44891,Ulla Margareta Mileva Hkansson (Svenfelt-),F,34.0,170.0,55.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze,Sweden,Japan
44904,Henri Hkkinen,M,28.0,189.0,86.0,Finland,FIN,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Air Rifle, 10 metres",Bronze,Finland,China
